,i_url,Sanction,name,sex,Age,Weight,SQM,BPM,DLM,Total
53204,1989,DE-2018-01,Josef Klees,1,23,82.1,200,127.5,225,552.5
53205,1989,DE-2018-01,Ryan Barbera,1,23,83,162.5,90,182.5,435
53206,1989,DE-2018-01,Jared Carpenter,1,22,82.1,142.5,102.5,172.5,417.5
53207,1989,DE-2018-01,Anthony Dorazio,1,21,76.8,127.5,100,185,412.5
53208,1989,DE-2018-01,Lance Gilbert,1,23,101.7,230,125,250,605
53209,1989,DE-2018-01,Andrew Blair,1,52,57.1,82.5,75,132.5,290
53210,1989,DE-2018-01,Steve Deinert,1,61,91.1,115,80,135,330
53211,1989,DE-2018-01,Carl Stevens,1,64,97.9,117.5,70,172.5,360
53212,1989,DE-2018-01,Charles Kopf,1,27,73.7,170,105,202.5,477.5
53213,1989,DE-2018-01,Corin Larraga,1,33,79.6,187.5,110,227.5,525
53214,1989,DE-2018-01,Michael Sarbello,1,27,80.2,185,122.5,212.5,520
53215,1989,DE-2018-01,Christopher Morris,1,27,81.9,172.5,102.5,205,480
53216,1989,DE-2018-01,Trevor Kirchner,1,25,91.6,197.5,160,230,587.5
53217,1989,DE-2018-01,Patrick Logan,1,26,90.1,195,130,250,575
53218,1989,DE-2018-01,Joseph Paleen,1,26,92.7,177.5,132.5,220,530
53219,1989,DE-2018-01,Ryan Yoder,1,30,84.1,160,127.5,185,472.5
53220,1989,DE-2018-01,David Brown,1,23,103.9,205,125,237.5,567.5
53221,1989,DE-2018-01,Aaron Schulenburg,1,38,131,187.5,130,230,547.5
53222,1989,DE-2018-01,Noah Tuohey,1,19,88.5,182.5,110,220,512.5
53224,1990,MA-2018-05,Justina Cositore,0,24,62.5,130,82.5,145,357.5
53225,1990,MA-2018-05,MAY-TAL OSKAR,0,24,75.3,137.5,85,150,372.5
53226,1990,MA-2018-05,Livia Graf,0,24,82,90,57.5,140,287.5
53227,1990,MA-2018-05,Grace Chang,0,28,50.1,102.5,45,95,242.5
53228,1990,MA-2018-05,Kait Mendall,0,30,56.7,132.5,102.5,170,405
53229,1990,MA-2018-05,Kara Lutinski,0,26,55.8,130,60,145,335
53230,1990,MA-2018-05,Shannon Chipman,0,25,62.3,137.5,70,150,357.5
53231,1990,MA-2018-05,Ashley Carlson,0,34,57.3,95,65,125,285
53232,1990,MA-2018-05,Kelly Gamache,0,25,61.4,97.5,55,112.5,265
53233,1990,MA-2018-05,Valerie Walker,0,31,62.1,90,45,107.5,242.5
53234,1990,MA-2018-05,Amanda Carlisle,0,20,62.7,90,57.5,95,242.5
53235,1990,MA-2018-05,Laurie Maranian,0,33,64.4,117.5,62.5,155,335
53236,1990,MA-2018-05,Laura Garnica,0,26,69.9,122.5,60,130,312.5
53237,1990,MA-2018-05,Zacharenia Varsamis,0,28,71,122.5,57.5,125,305
53238,1990,MA-2018-05,Janie Soehl,0,30,84,140,80,170,390
53239,1990,MA-2018-05,Alicia Vautour,0,25,81.6,125,80,162.5,367.5
53241,1990,MA-2018-05,Wilson Chen,1,22,73.4,205,137.5,232.5,575
53242,1990,MA-2018-05,Duy Tran,1,29,66.4,127.5,85,152.5,365
53243,1990,MA-2018-05,Jose Sanchez Gil,1,23,81.6,207.5,107.5,227.5,542.5
53244,1990,MA-2018-05,Andrew Lipnick,1,23,87.6,235,117.5,262.5,615
53245,1990,MA-2018-05,ese Egodogbare,1,22,92.5,207.5,115,235,557.5
53246,1990,MA-2018-05,Cormac Walsh,1,23,109.9,252.5,145,260,657.5
53247,1990,MA-2018-05,Michael Granese,1,45,91.4,167.5,110,195,472.5
53248,1990,MA-2018-05,Sean Mcclure,1,55,74,160,112.5,185,457.5
53249,1990,MA-2018-05,Brian Schwarzentruber,1,53,104.3,195,122.5,245,562.5
53250,1990,MA-2018-05,Gary MacKenzie,1,61,81.6,155,67.5,167.5,390
53251,1990,MA-2018-05,Long Tran,1,19,65.4,182.5,112.5,235,530
53252,1990,MA-2018-05,Jehangir Havaldar,1,19,66,142.5,97.5,165,405
53253,1990,MA-2018-05,Ian Blank,1,18,59.2,125,82.5,142.5,350
53254,1990,MA-2018-05,Brian Shin,1,18,62.4,115,80,147.5,342.5
53255,1990,MA-2018-05,James Elia,1,19,71.7,165,120,200,485
53256,1990,MA-2018-05,Tomxia lee,1,30,72.3,145,67.5,165,377.5
53257,1990,MA-2018-05,Nick Westgate,1,30,80.4,207.5,162.5,232.5,602.5
53258,1990,MA-2018-05,Alexis Martinez,1,27,81,180,125,205,510
53259,1990,MA-2018-05,Josh Tang,1,28,79.6,177.5,120,207.5,505
53260,1990,MA-2018-05,Wu Hui Li,1,18,80.7,177.5,120,197.5,495
53261,1990,MA-2018-05,Tyler Dzioba,1,20,81.5,167.5,115,192.5,475
53262,1990,MA-2018-05,Liam Gilmore,1,18,81.5,157.5,105,190,452.5
53263,1990,MA-2018-05,William Kotlinski,1,20,82,160,87.5,182.5,430
53264,1990,MA-2018-05,Sam Limbardo,1,19,78.5,122.5,82.5,167.5,372.5
53266,1990,MA-2018-05,Ryan Finn,1,25,92.8,257.5,147.5,240,645
53267,1990,MA-2018-05,Andrew Moontri,1,25,91.4,235,150,245,630
53268,1990,MA-2018-05,Mark Knowles,1,55,93,195,127.5,215,537.5
53269,1990,MA-2018-05,Evan Hoffman,1,29,88.7,172.5,132.5,212.5,517.5
53270,1990,MA-2018-05,Sean Quinn,1,19,92,182.5,95,185,462.5
53271,1990,MA-2018-05,Theodore Sung,1,54,104,165,120,182.5,467.5
53272,1990,MA-2018-05,Gregory Lawless,1,40,120.3,217.5,152.5,242.5,612.5
53273,1990,MA-2018-05,Kevin Thomasson,1,30,134.5,190,107.5,235,532.5
53277,1991,MS-2018-01,Kamren Powell,0,19,87.5,145,75,160,380
53278,1991,MS-2018-01,Laura Moore,0,44,105.6,115,70,185,370
53279,1991,MS-2018-01,Kim Wilson,0,50,62.1,107.5,70,175.5,353
53280,1991,MS-2018-01,Kayla Sween,0,25,82.6,97.5,70,122.5,290
53281,1991,MS-2018-01,Kristen Sybert,0,29,79.6,82.5,62.5,105,250
53283,1991,MS-2018-01,Lake Williams,1,21,100.7,152.5,115,187.5,455
53284,1991,MS-2018-01,Jonathan Smith,1,42,88.6,142.5,137.5,190,470
53285,1991,MS-2018-01,Rodney Taylor,1,50,91.9,155,125,147.5,427.5
53286,1991,MS-2018-01,Jeffrey Johnson,1,29,78.6,187.5,137.5,217.5,542.5
53287,1991,MS-2018-01,Jeremy Weems,1,30,77.7,105,87.5,152.5,345
53288,1991,MS-2018-01,Ben Hernandez,1,25,85.3,185,112.5,205,502.5
53291,1991,MS-2018-01,Alex Rodriguez,1,19,93,207.5,127.5,230,565
53294,1992,TX-2018-13,Kimberly Nash,0,50,61.4,112.5,67.5,140,320
53295,1992,TX-2018-13,Cessy Hockett,0,30,55.1,112.5,72.5,137.5,322.5
53296,1992,TX-2018-13,Shelby Jones,0,25,56.7,115,55,140,310
53297,1992,TX-2018-13,Claudia Diaz,0,33,55.7,102.5,57.5,125,285
53298,1992,TX-2018-13,Jennylyn Garrido,0,27,61.1,127.5,87.5,167.5,382.5
53299,1992,TX-2018-13,Stacy Sprankel,0,35,62,122.5,62.5,160,345
53300,1992,TX-2018-13,Nicole Pompei,0,27,63,112.5,80,140,332.5
53301,1992,TX-2018-13,Tess Wieloszynski,0,28,65.8,92.5,47.5,105,245
53302,1992,TX-2018-13,Samantha Garcia,0,18,48.2,110,50,130,290
53303,1992,TX-2018-13,Amylynn Bott,0,20,53.8,92.5,47.5,130,270
53304,1992,TX-2018-13,Trevin Rohrman,1,18,86.9,197.5,120,217.5,535
53305,1992,TX-2018-13,Tanner Hurst,1,21,90.4,172.5,120,212.5,505
53306,1992,TX-2018-13,Charles Turco Jr,1,62,99.3,167.5,140,175,482.5
53307,1992,TX-2018-13,Tim Lamando,1,39,73.9,192.5,130,255,577.5
53308,1992,TX-2018-13,Jett Ertle,1,18,73.6,215,125,235,575
53309,1992,TX-2018-13,Michael Parrott,1,33,86.1,260,160,282.5,702.5
53310,1992,TX-2018-13,Kyle Perkins,1,24,91.9,190,152.5,230,572.5
53311,1992,TX-2018-13,Drew Gaines,1,31,93,190,137.5,235,562.5
53312,1992,TX-2018-13,Marquis Ware,1,27,102.8,242.5,165,272.5,680
53313,1992,TX-2018-13,Omar Ashley,1,39,102.4,195,150,250,595
53314,1992,TX-2018-13,Sebastian Gomez,1,18,130.5,205,130,220,555
53315,1992,TX-2018-13,Jose Fuentes,1,20,57,140,87.5,165,392.5
53316,1992,TX-2018-13,Ricardo Escobar,1,19,80.4,145,107.5,185,437.5
53317,1992,TX-2018-13,Blayne Scallon,1,20,104.4,225,115,240,580
53320,1994,AL-2018-02,Anna Peaden,0,24,61.5,90,47.5,102.5,240
53321,1994,AL-2018-02,Erin Mathis,0,21,68.25,105,45,125,275
53322,1994,AL-2018-02,Krysta Parsons,0,32,54.4,107.5,50,117.5,275
53323,1994,AL-2018-02,Christine Caswell,0,24,67.45,110,80,137.5,327.5
53324,1994,AL-2018-02,Mary Lee Gaffin,0,32,67,85,55,110,250
53325,1994,AL-2018-02,Gabrielle Whitehead,0,26,63.8,80,40,107.5,227.5
53326,1994,AL-2018-02,Adrianne Boswell,0,25,98.8,152.5,62.5,160,375
53327,1994,AL-2018-02,Nicole Roberts,0,19,71.85,100,52.5,115,267.5
53328,1994,AL-2018-02,Jerry Jordan,1,23,82.65,197.5,145,220,562.5
53329,1994,AL-2018-02,Matthew Stinson,1,22,91,215,115,255,585
53330,1994,AL-2018-02,Frederick Riedel,1,22,87.75,165,100,210,475
53331,1994,AL-2018-02,Robert Ard III,1,23,102.55,245,167.5,242.5,655
53332,1994,AL-2018-02,Austin Rodenberry,1,24,103.15,210,160,270,640
53333,1994,AL-2018-02,Brian Underwood,1,43,89.1,165,115,182.5,462.5
53334,1994,AL-2018-02,Joey Nabors,1,44,143.6,117.5,70,182.5,370
53335,1994,AL-2018-02,Mark Valdez,1,48,79.15,165,100,220,485
53336,1994,AL-2018-02,Michael Massey,1,52,98.5,130,147.5,182.5,460
53337,1994,AL-2018-02,Tim Womack,1,57,113.9,200,165,240,605
53338,1994,AL-2018-02,Don McKinney,1,56,126.25,235,175,237.5,647.5
53339,1994,AL-2018-02,Jr James Cooper,1,60,155.3,230,187.5,230,647.5
53340,1994,AL-2018-02,Thomas Kalen,1,75,87.95,157.5,100,167.5,425
53341,1994,AL-2018-02,Cody Fortenberry,1,28,80.75,150,142.5,172.5,465
53342,1994,AL-2018-02,Matthew Treherne,1,29,92.25,275,175,300,750
53343,1994,AL-2018-02,William Marecle,1,32,91.75,242.5,160,252.5,655
53344,1994,AL-2018-02,Jared Bowens,1,18,69.2,117.5,85,172.5,375
53345,1994,AL-2018-02,James Higginbotham,1,20,74,152.5,102.5,200,455
53347,1995,ME-2018-02,Hannah Burgess,0,20,100.9,110,82.5,165,357.5
53348,1995,ME-2018-02,Kathleen DeLuca,0,52,60.4,60,42.5,100,202.5
53349,1995,ME-2018-02,Brenda Sexton,0,54,73.9,85,57.5,130,272.5
53350,1995,ME-2018-02,Sue LeBel,0,37,57.5,92.5,42.5,115,250
53351,1995,ME-2018-02,Andrea Hebert,0,34,62.8,75,45,90,210
53352,1995,ME-2018-02,Sara Phillips,0,31,70.9,120,57.5,145,322.5
53353,1995,ME-2018-02,Lindsay Smith,0,31,63.7,105,60,117.5,282.5
53354,1995,ME-2018-02,Sarah Murphy,0,33,78.3,135,72.5,160,367.5
53355,1995,ME-2018-02,Shannan Reid,0,47,80.7,132.5,57.5,137.5,327.5
53356,1995,ME-2018-02,Heather Crawford,0,34,73.9,77.5,52.5,112.5,242.5
53357,1995,ME-2018-02,Lisa Blue,0,40,109.9,92.5,50,110,252.5
53358,1995,ME-2018-02,Davuth Kong,1,21,73,182.5,127.5,200,510
53359,1995,ME-2018-02,Liam Schmelzle,1,21,85.2,192.5,112.5,212.5,517.5
53360,1995,ME-2018-02,Kyle Dill,1,20,91.4,175,115,200,490
53361,1995,ME-2018-02,David Resnick,1,44,82.1,150,102.5,172.5,425
53362,1995,ME-2018-02,Arthur McAleer,1,50,82.8,187.5,147.5,200,535
53363,1995,ME-2018-02,Thomas Connolly,1,64,118.7,135,110,172.5,417.5
53364,1995,ME-2018-02,Justin Bleil,1,32,85.4,165,107.5,187.5,460
53365,1995,ME-2018-02,Clay Smith,1,31,103.6,220,132.5,272.5,625
53366,1995,ME-2018-02,Michael Kalter,1,46,105,230,132.5,257.5,620
53367,1995,ME-2018-02,Kelly Smith,1,39,119.8,237.5,145,245,627.5
53371,1996,ME-2018-02,Hannah Burgess,0,20,100.9,110,82.5,165,357.5
53372,1996,ME-2018-02,Kathleen DeLuca,0,52,60.4,60,42.5,100,202.5
53373,1996,ME-2018-02,Brenda Sexton,0,54,73.9,85,57.5,130,272.5
53374,1996,ME-2018-02,Sue LeBel,0,37,57.5,92.5,42.5,115,250
53375,1996,ME-2018-02,Andrea Hebert,0,34,62.8,75,45,90,210
53376,1996,ME-2018-02,Sara Phillips,0,31,70.9,120,57.5,145,322.5
53377,1996,ME-2018-02,Lindsay Smith,0,31,63.7,105,60,117.5,282.5
53378,1996,ME-2018-02,Sarah Murphy,0,33,78.3,135,72.5,160,367.5
53379,1996,ME-2018-02,Shannan Reid,0,47,80.7,132.5,57.5,137.5,327.5
53380,1996,ME-2018-02,Lisa Blue,0,40,109.9,92.5,50,110,252.5
53381,1996,ME-2018-02,Davuth Kong,1,21,73,182.5,127.5,200,510
53382,1996,ME-2018-02,Liam Schmelzle,1,21,85.2,192.5,112.5,212.5,517.5
53383,1996,ME-2018-02,Kyle Dill,1,20,91.4,175,115,200,490
53384,1996,ME-2018-02,David Resnick,1,44,82.1,150,102.5,172.5,425
53385,1996,ME-2018-02,Arthur McAleer,1,50,82.8,187.5,147.5,200,535
53386,1996,ME-2018-02,Thomas Connolly,1,64,118.7,135,110,172.5,417.5
53387,1996,ME-2018-02,Justin Bleil,1,32,85.4,165,107.5,187.5,460
53388,1996,ME-2018-02,Clay Smith,1,31,103.6,220,132.5,272.5,625
53389,1996,ME-2018-02,Michael Kalter,1,46,105,230,132.5,257.5,620
53390,1996,ME-2018-02,Kelly Smith,1,39,119.8,237.5,145,245,627.5
53395,1997,TX-2018-12,Amber Joy Jipson,0,24,62.26,117.5,65,140,322.5
53396,1997,TX-2018-12,Andrea Riley,0,30,51.62,137.5,72.5,167.5,377.5
53397,1997,TX-2018-12,Marielle Opena,0,27,51.83,142.5,67.5,142.5,352.5
53398,1997,TX-2018-12,Cristina Baca,0,28,55.5,120,82.5,165,367.5
53399,1997,TX-2018-12,Mayra Armijo,0,38,55.53,110,77.5,142.5,330
53400,1997,TX-2018-12,Destiny Jolley,0,19,55.87,112.5,67.5,105,285
53401,1997,TX-2018-12,Sha-Renae Alexander,0,29,62.86,125,65,172.5,362.5
53402,1997,TX-2018-12,Palma Gonzalez,0,18,62,95,60,142.5,297.5
53405,1997,TX-2018-12,Joe Tittle,1,53,115.4,165,147.5,210,522.5
53406,1997,TX-2018-12,Jesse Rodriguez,1,25,64.8,187.5,142.5,232.5,562.5
53407,1997,TX-2018-12,Isaac Mancha,1,26,65,170,102.5,202.5,475
53408,1997,TX-2018-12,Javier Jr. Hernandez,1,34,74,170,112.5,205,487.5
53409,1997,TX-2018-12,Angel Rodriguez,1,31,82.3,180,115,210,505
53410,1997,TX-2018-12,Luis Gavidia,1,25,90.5,175,127.5,227.5,530
53411,1997,TX-2018-12,Frankie Nunez,1,31,90.5,187.5,130,202.5,520
53412,1997,TX-2018-12,Tommy Barnes,1,37,104.5,235,145,275,655
53413,1997,TX-2018-12,Dominick Elizondo,1,28,98.3,227.5,137.5,275,640
53414,1997,TX-2018-12,Dominique Johnson,1,25,104.9,182.5,167.5,250,600
53415,1997,TX-2018-12,Kareem Shahin,1,27,117.7,212.5,150,232.5,595
53416,1997,TX-2018-12,Troy Unrein,1,27,166.1,240,212.5,267.5,720
53417,1997,TX-2018-12,Jaime Marquez,1,38,150.4,277.5,165,257.5,700
53427,1998,WA-2018-03,Tori Belfils,0,23,55.8,72.5,52.5,125,250
53428,1998,WA-2018-03,Jordan Fernandez,0,22,61.7,117.5,60,137.5,315
53429,1998,WA-2018-03,Kaylee Walter,0,22,61.6,97.5,37.5,132.5,267.5
53430,1998,WA-2018-03,Tori Wright,0,22,65.2,127.5,82.5,140,350
53431,1998,WA-2018-03,Alyssa Peterson,0,23,67.6,125,80,132.5,337.5
53432,1998,WA-2018-03,Cheyenne Baxter,0,22,71.1,120,60,142.5,322.5
53433,1998,WA-2018-03,KayLynne Fuller,0,24,82.9,135,92.5,147.5,375
53434,1998,WA-2018-03,Leilani York,0,45,62.3,97.5,67.5,117.5,282.5
53435,1998,WA-2018-03,Amanda Maggiora,0,45,84,90,47.5,130,267.5
53436,1998,WA-2018-03,Kelly McArdle,0,45,96.8,120,82.5,185,387.5
53437,1998,WA-2018-03,Vicki Keanu,0,58,61.3,85,52.5,107.5,245
53438,1998,WA-2018-03,Robin Davis,0,39,56.2,145,87.5,170,402.5
53439,1998,WA-2018-03,Jaime Kobara,0,25,56.4,130,70,157.5,357.5
53440,1998,WA-2018-03,Hailey Seltenreich,0,25,60.8,130,75,140,345
53441,1998,WA-2018-03,Ashley Parker,0,32,62.8,102.5,52.5,137.5,292.5
53442,1998,WA-2018-03,Leanna Alexander,0,35,59.1,75,45,120,240
53443,1998,WA-2018-03,Alexandra Messner,0,28,68,150,87.5,172.5,410
53444,1998,WA-2018-03,Alicia Smith,0,36,70.5,102.5,52.5,122.5,277.5
53445,1998,WA-2018-03,Emily Cabaniss,0,27,70.1,102.5,55,117.5,275
53446,1998,WA-2018-03,Charlene Yamasaki,0,26,70.9,105,52.5,102.5,260
53447,1998,WA-2018-03,Alexis Frank,0,25,68.8,92.5,52.5,87.5,232.5
53448,1998,WA-2018-03,Corie McLaughlin,0,30,82.6,150,75,162.5,387.5
53449,1998,WA-2018-03,Nachelle Pena,0,36,83.2,132.5,67.5,135,335
53450,1998,WA-2018-03,Rachel Andrew,0,34,77.4,102.5,75,125,302.5
53451,1998,WA-2018-03,Giuliana Chilczuk,0,25,113.3,165,82.5,195,442.5
53452,1998,WA-2018-03,Francesca Crispo,0,28,123.3,160,65,160,385
53453,1998,WA-2018-03,Veronica Hamm,0,36,116.4,117.5,82.5,157.5,357.5
53454,1998,WA-2018-03,Georgia Gillie,0,32,95.7,130,75,137.5,342.5
53455,1998,WA-2018-03,Sarah Bartholomew,0,40,87.2,95,47.5,105,247.5
53456,1998,WA-2018-03,Rachael Chambers,0,30,85.7,80,42.5,107.5,230
53457,1998,WA-2018-03,Makenna Girard,0,20,87.8,132.5,72.5,137.5,342.5
53458,1998,WA-2018-03,Alexander Ono,1,22,65.7,195,107.5,215,517.5
53459,1998,WA-2018-03,George Tashiro,1,24,65.3,167.5,120,205,492.5
53460,1998,WA-2018-03,Carlos Camacho,1,23,73.5,202.5,112.5,257.5,572.5
53461,1998,WA-2018-03,Raymond Ha,1,23,72.9,185,112.5,207.5,505
53462,1998,WA-2018-03,Matthew Davis,1,20,74,160,105,175,440
53463,1998,WA-2018-03,Jamon Rodrigues,1,23,67.7,140,112.5,177.5,430
53464,1998,WA-2018-03,Darren Miguel,1,23,89.8,207.5,130,235,572.5
53465,1998,WA-2018-03,Conor Curran,1,22,101.2,235,145,280,660
53466,1998,WA-2018-03,Maxwell Schreiber,1,24,102.2,217.5,152.5,250,620
53467,1998,WA-2018-03,Peter Paul Paragas,1,23,104.5,200,137.5,232.5,570
53468,1998,WA-2018-03,Mikal Kenny,1,21,103.8,187.5,117.5,235,540
53469,1998,WA-2018-03,Samuel Alexander,1,23,117.9,272.5,167.5,265,705
53470,1998,WA-2018-03,Sean Gilliland,1,41,113,212.5,157.5,250,620
53471,1998,WA-2018-03,William Sperling,1,27,73.3,192.5,132.5,220,545
53472,1998,WA-2018-03,Mikhail Seril,1,27,79.7,227.5,137.5,260,625
53473,1998,WA-2018-03,Alex Orozco,1,26,82.1,212.5,140,237.5,590
53474,1998,WA-2018-03,Daniel Lee,1,44,81.1,205,130,232.5,567.5
53475,1998,WA-2018-03,Trevor Koehn,1,29,81.7,190,137.5,222.5,550
53476,1998,WA-2018-03,Danny Millward,1,25,81.5,180,105,237.5,522.5
53477,1998,WA-2018-03,Bryon Anderson,1,28,81.1,180,102.5,227.5,510
53478,1998,WA-2018-03,Jacob Kavanagh,1,25,81.8,150,127.5,195,472.5
53479,1998,WA-2018-03,Zach Plymale,1,29,82.7,165,120,182.5,467.5
53480,1998,WA-2018-03,Kevin Schilling,1,26,81.2,142.5,105,190,437.5
53481,1998,WA-2018-03,Calvin Lu,1,26,92.6,227.5,162.5,262.5,652.5
53482,1998,WA-2018-03,James Fuller,1,32,90.6,250,162.5,230,642.5
53483,1998,WA-2018-03,Tyson Durbin,1,27,88.6,182.5,110,227.5,520
53484,1998,WA-2018-03,Parish Hogan,1,25,87.7,150,107.5,220,477.5
53485,1998,WA-2018-03,Augustus Orlando,1,24,87.9,167.5,122.5,172.5,462.5
53486,1998,WA-2018-03,Lance Gerber,1,26,91.3,155,115,185,455
53487,1998,WA-2018-03,John Jones,1,32,90.8,142.5,120,185,447.5
53488,1998,WA-2018-03,Nicholas Pellegrino,1,30,102.3,187.5,147.5,232.5,567.5
53489,1998,WA-2018-03,Ernesto Mata,1,28,104.4,200,132.5,227.5,560
53490,1998,WA-2018-03,Dustin Dinning,1,37,103.8,185,142.5,217.5,545
53491,1998,WA-2018-03,Andrew Gardelle,1,34,108.2,192.5,125,212.5,530
53492,1998,WA-2018-03,Manuel Gutierrez,1,26,114.9,170,140,180,490
53493,1998,WA-2018-03,Justin TuiSamoa,1,24,145.3,272.5,197.5,297.5,767.5
53494,1998,WA-2018-03,Brett Anderson,1,27,126,265,155,260,680
53495,1998,WA-2018-03,Manuel Salgado,1,36,121.9,185,185,210,580
53496,1998,WA-2018-03,Ryan Ngo,1,20,65.6,170,85,200,455
53497,1998,WA-2018-03,Kirby Chermak,1,20,60.9,142.5,72.5,195,410
53498,1998,WA-2018-03,Aidan Brent,1,19,73,145,85,180,410
53499,1998,WA-2018-03,Michael Murphy,1,25,82.6,180,110,195,485
53500,1998,WA-2018-03,Zack Berezay,1,19,88.4,190,115,222.5,527.5
53506,1999,MT-2018-01,Camylle Wood,0,23,73.3,145,75,145,365
53507,1999,MT-2018-01,Marie Morin,0,21,81.9,115,55,130,300
53508,1999,MT-2018-01,Hannah Bell,0,23,89,90,55,115,260
53509,1999,MT-2018-01,Hillary Waldeisen,0,41,62.7,80,50,100,230
53510,1999,MT-2018-01,Amy Babb,0,42,102.3,100,55,150,305
53511,1999,MT-2018-01,Melissa McGregor,0,56,78.2,100,50,115,265
53512,1999,MT-2018-01,Joani Kieninger,0,63,61.3,80,40,110,230
53513,1999,MT-2018-01,Chris Dover,0,67,64.3,80,50,100,230
53514,1999,MT-2018-01,Anna Watson,0,25,47.7,80,40,115,235
53515,1999,MT-2018-01,Kristen Kraczkowsky,0,36,55.9,120,65,145,330
53516,1999,MT-2018-01,Kalli Lawrence,0,21,56.7,95,60,120,275
53517,1999,MT-2018-01,Brittany Jore,0,27,55.5,90,50,125,265
53518,1999,MT-2018-01,Jenny Stone,0,32,61.9,100,50,115,265
53519,1999,MT-2018-01,Katie Peterson,0,30,70.4,85,60,125,270
53520,1999,MT-2018-01,Melissa Hurlbut,0,36,69.7,85,55,105,245
53521,1999,MT-2018-01,Jennifer Zanto,0,32,75.5,125,70,150,345
53522,1999,MT-2018-01,Patricia Gazy,0,36,73.5,105,60,125,290
53523,1999,MT-2018-01,Abigail Smith,0,38,78.4,100,60,100,260
53524,1999,MT-2018-01,Amber Boehler,0,31,78.6,65,40,110,215
53525,1999,MT-2018-01,Ashley Howland,0,33,92.3,125,70,145,340
53526,1999,MT-2018-01,Sara Ibis,0,34,111.1,140,55,140,335
53527,1999,MT-2018-01,Ashleigh Rowe,0,31,98.6,70,50,110,230
53528,1999,MT-2018-01,Ty Murphy,1,23,91.7,225,160,260,645
53529,1999,MT-2018-01,William Goodman,1,23,101.9,240,145,275,660
53530,1999,MT-2018-01,Joshua Noah,1,20,103.2,180,125,210,515
53531,1999,MT-2018-01,Keith Wolf,1,43,103.1,225,130,245,600
53532,1999,MT-2018-01,Peter Gilbert,1,43,119.6,125,115,165,405
53533,1999,MT-2018-01,Patrick Alduenda,1,49,82.2,140,130,190,460
53534,1999,MT-2018-01,Shawn Arnold,1,50,136.9,225,160,250,635
53535,1999,MT-2018-01,Mike Heard,1,51,90.3,105,70,140,315
53536,1999,MT-2018-01,Dick Kendall,1,76,104.8,50,50,95,195
53537,1999,MT-2018-01,Trevor Cross,1,22,82.5,190,150,245,585
53538,1999,MT-2018-01,Jonah van Garderen,1,25,82.6,200,135,220,555
53539,1999,MT-2018-01,Levi Horsley,1,31,81.4,150,100,180,430
53540,1999,MT-2018-01,Jason Harmala,1,32,91.8,245,145,275,665
53541,1999,MT-2018-01,Douglas Hassel,1,21,91.3,190,135,240,565
53542,1999,MT-2018-01,Graham Cook,1,31,88.3,180,110,210,500
53543,1999,MT-2018-01,Colton Fisher,1,26,103.2,240,130,285,655
53544,1999,MT-2018-01,Shanon Williams,1,25,103,235,145,270,650
53545,1999,MT-2018-01,Russell Jardine,1,28,103.5,220,180,230,630
53546,1999,MT-2018-01,Bradley Wolf,1,35,114.2,270,160,285,715
53547,1999,MT-2018-01,Jackson Goodman,1,25,109.3,250,135,265,650
53548,1999,MT-2018-01,Mykal Carel,1,24,155.9,195,160,240,595
53549,2000,NY-2018-02,Lynn Nguyen,0,21,52,117.5,65,115,297.5
53550,2000,NY-2018-02,Tressa Rhodes,0,23,55.5,125,62.5,137.5,325
53551,2000,NY-2018-02,Catherine Krawiec,0,22,68.4,117.5,57.5,150,325
53552,2000,NY-2018-02,Jamie Smith,0,21,77.4,117.5,60,145,322.5
53553,2000,NY-2018-02,Elizabeth Lacque,0,21,146,105,72.5,150,327.5
53554,2000,NY-2018-02,Jerilyn Goldberg,0,47,56,80,42.5,105,227.5
53555,2000,NY-2018-02,Michelle Cornwell,0,52,68.3,77.5,52.5,112.5,242.5
53556,2000,NY-2018-02,Jessica Ward,0,25,62.6,142.5,75,152.5,370
53557,2000,NY-2018-02,Ashley O'Connor,0,23,61.9,117.5,45,137.5,300
53558,2000,NY-2018-02,Hollie Palmieri,0,32,62.9,90,42.5,105,237.5
53559,2000,NY-2018-02,Kristyn Smith,0,23,63.4,115,60,125,300
53560,2000,NY-2018-02,Carey Lunt,0,32,76.6,70,60,105,235
53561,2000,NY-2018-02,Lillian Langeveld,0,37,110.6,100,70,132.5,302.5
53562,2000,NY-2018-02,Carlton Wan,1,23,65.5,167.5,100,240,507.5
53563,2000,NY-2018-02,Jake Cherubini,1,23,78.1,202.5,142.5,250,595
53564,2000,NY-2018-02,Nick Spitaliere,1,21,81.3,205,125,245,575
53565,2000,NY-2018-02,Tyler Wang,1,20,82.9,185,132.5,220,537.5
53566,2000,NY-2018-02,Corey Barrows,1,23,81,180,132.5,187.5,500
53567,2000,NY-2018-02,Seth Knopka,1,22,80.3,145,110,200,455
53568,2000,NY-2018-02,Casey Linton,1,23,90.8,215,127.5,260,602.5
53569,2000,NY-2018-02,Zack Baird,1,23,89,200,117.5,220,537.5
53570,2000,NY-2018-02,Christopher Lysak,1,21,90.7,175,130,205,510
53571,2000,NY-2018-02,Oscar Huey,1,21,90.1,185,70,212.5,467.5
53572,2000,NY-2018-02,William Cooke,1,21,90.6,167.5,100,200,467.5
53573,2000,NY-2018-02,Joseph Curcie,1,23,98.2,205,150,220,575
53574,2000,NY-2018-02,Daniel Clifford,1,19,64.8,155,107.5,205,467.5
